RecordNo,Verfied,BioID,ChineseName,BirthYear,BirthDate,DeathYear,BirthCity,BirthProv,LatitudeCity,LongitudeCity,GenderT,Comments,Links,Attributes,GenderN,Anhui,Fujian,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Henan,Hubei,Hunan,Jiangsu,Jiangxi,Liaoning,Shaanxi,Shandong,Sichuan,Zhejiang,Communist Youth Org,Marxist Study Soc,May 4th Movement,Mutual Aid Work Study Soc,New Citizens Study Soc,Sanminzhuyi Corps,Self Awakening Soc,Socialist Youth League,Work Study Movement,Young China Study Assoc,Acad of Science,Acad of Social Sciences,Anarchist Party,CCP,Chin Social Dem Party,Chin Youth Party ,Democratic League,Democratic Parties,EGMD Communist,EGMD,ECCO,GMD Leftist ,GMD Rightist,GMD,Huangpu Mil Acad Aff,Revolutionary Alliance,Russian Returned Leaders,World of Work Study Soc,Third Party,Young Catholic Aid,Academic,Acad Arts and Letters,Acad Politician,Acad Scientist,Acad Soc Scientist,Artist,Artist Painter,Attorney,Commerce,Diplomat Pos,EditorCar,Educator,Engineer,Film Director,Financial,Geologist,Govt Official,Govt Official Central,Govt Official Prov,Judiciary,Medicine,Military Leader,Political Leader,Revolutionary,Scientist,Translator,Veternarian,Ambassador,Central Committee,CPPCC,Diplomat,EditorPos,Educational Pos Campus,Educational Pos Govt,Executive Committee,Foreign Minister,Govt Agency Head,Govt Pos Central,Govt Pos Municipal,Govt Pos Prov,Govt Pos ,Legislative Rep,Military Marshal,Military Official,NPC,Negotiator,Party Pos,Party Pos Branch,Party Pos Municipal,Party Pos Prov,Party Secretary,Politburo,Prof Org Pos,Trade Union Pos,Baoding Ag School,Beijing China Univ,Beijing High School,Beijing Medical Univ,Beijing National Ag School,Beijing Norm Univ,Beijing Univ,Cambridge Univ,Central Univ,Changsha Mingde School,Charleroi Univ,Congde School,Curie Instit France,Daming N2 Primary School,Daming Mid School,Ecole ag de Fuzhou,Ecole des Beaux Arts de Lyons,Ecole Norme Superieur Canton,Far East Univ Red Army Moscow,First Young Girls Norm School Zhili,Fudan Gongxue,Fudan Univ,Guangdong Univ,Harvard Univ,Henan Zhongshan Univ,Higher Norm School of Canton,Hongwen Acad Japan,Huangpu Mil Acad edu,Hunan 1st Norm Mid School,Industrial School of Sichuan,Jiangsu 5th Norm School,Jiangxi Prov Industrial School,Jinzhong Technical School,Jiong Hai High School,KUTV,Ecole de chimie Lyon,Lyons Univ,Montargis College,Montpellier Univ,International Lenin School,Nanjing Higher Norm School,Natl Central Univ,Natl School of Ag Montpellier,Natl Southeast Univ,Norm School Canton,Qinghua Univ,Shanghai Higher Norm School,Shanghai Univ,Sichuan High School,Sichuan Norm School,Sichuan Univ,Sichuan Young Girls Norm School,Sino French Instit at Lyon Univ,Sorbonne,Strasbourg Univ,Tokyo Imperial Univ,Tokyo N1 High School,Tongji Univ,Tongji Univ Mid School,Univ of Berlin,Univ of Chicago,Univ of Dijon,Univ of Guangdong,Univ of Paris,Univ of Paris Law School,Victor Duruy High School,Voltaire Coll Sino French Univ,Waseda Univ,Young Girls Mid School Tonnere,Young Girls Norm School Beijing,Yueyang Mid School,Zhendan Univ,Zhounan Girls Mid School,Ziqiang Xuetang,1911 Revolution,Anti Japanese Boycotts,Anti Rightist Campaign_1957,Autumn Harvest Uprising_1927,CCP Wuhan split_1927,Civil War_1946_49,Cultural Revolution,Cultural Revolution Purged ,Debates on Chin_West Culture,Five Encirclement Campaigns,Foreign Policy Conf Delegation,Korean War,Labor Movement,Long March,Nanchang Uprising_1927,Northern Expedition,Propaganda Work,Red Base Activities,Sino Japanese War_1937_45,Sino Soviet Relations,United Front 1924_27,United Front 1937_45,Wang Jingwei Regime,Yanan Base Activities
1127,*,Dai Changzhen,戴昌震,.,.,.,Hangxian,Zhejiang,30.419045,120.299401,Male,"Listed as expelled from European Branch of the Guomindang in August 1925 meeting.Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6",https://books.google.com/books?id=BVZKAQAAQBAJ&pg=PA139&lpg=PA139&dq=%E6%88%B4%E6%98%8C%E9%9C%87&source=bl&ots=e99GmpvY1r&sig=ACfU3U06clDau8P5rJAhVgXUrWJAm3mLTQ&hl=en&sa=X&ved=2ahUKEwjCgq3ZwI_iAhWPsJ4KHfqHDO4Q6AEwAHoECAkQAQ#v=onepage&q=%E6%88%B4%E6%98%8C%E9%9C%87&f=false,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1134,o,Deng Kaiju,鄧開舉,1904,.,.,.,Hubei,.,.,Male,"Ecole de Gregoire; Sino-French Institute Archives, Student   #233-1928-31.Young Catholic listing.",,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,*,Di Fuding,狄福鼎,1895,.,1964,Taicang,Jiangsu,31.659892,121.773923,Male,"Attended 1st European Branch of the Guomindang meeting (11/25/23), prepared but did not deliver speech due to time limit. Sino-French Institute Archives, Student   #55, major: (10/1921-9/1925). Univ. of Beijing (Cai Yuanpei and Li Shizeng recommended). Kiangsu:Philosophy; wanted to work on the French Commune (sociology) letter of 19 Nov. 1924.",https://zh.wikipedia.org/wiki/%E7%8B%84%E8%86%BA,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,o,Dong Chunshui,凍春水,.,.,.,Wuyang,Henan,.,.,Male,"Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6",,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,*,Fan Huiguo,范會國,1899,.,1983,Wenchang ,Hainan,19.543278,110.797759,Male,"Sino-French Institute Archives, Student   #225. Stayed for two years 1928-1930 at Sino-French Institute Archives, Student   . Science and math; thesis in 1929 ""Recherches sur les fonctions entiers quasi exceptionnelles et les fonctions meromorphes quasi exceptionnelles"" 44p. Left Jan. 1930.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6",,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,*,Fan Runshan,樊潤山,.,.,.,Suning,Hebei,38.422801,115.829758,Male,"Listed as Chinese party participant by Shiu Wentang Thesis (Paris, 1990).Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.",https://books.google.com/books?id=BVZKAQAAQBAJ&pg=PA139&lpg=PA139&dq=%E6%A8%8A%E6%B6%A6%E5%B1%B1&source=bl&ots=e99Hlsu_0o&sig=ACfU3U2UDSmVl1hricSRxn2ndJyHPUO5Cw&hl=en&sa=X&ved=2ahUKEwilv6GYxqriAhVtFzQIHUgSCNoQ6AEwCHoECAcQAQ#v=onepage&q=%E6%A8%8A%E6%B6%A6%E5%B1%B1&f=false,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,*,Fan Xinqun,范新群,.,.,.,Changsha,Hunan,28.228209,112.938814,Female,"Sino-French Institute Archives, Student   #216. 1928-1929.Fan went to France in 1920 with the eighth group of worker-students.  She initially worked with her cousin, Fan Xinshun, in a factory at Caseo-sojaine.  She then went to the College de Jeunes Filles de Montargis,  followed by further study at l'Ecole des Beaux-arts de Lyons.  While in Lyons she met and married her husband, Peng Xiang, who was a militant member of the GMD-Left.  In 1929 she became a professor at the School of Fine Arts in Shanghai.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6",,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,*,Fan Xinshun,范新順,1896,.,1981,Changsha,Hunan,28.228209,112.938814,Female,"Sino-French Institute Archives, Student   #209 1927-1930. Fan arrived in France in 1920 with the eighth group of worker-students.  She started working in a factory with her cousin, Fan Xinqun.  They both attended school at the College de Jeunes Filles de Montargis.  Fan then continued her school at the l'Ecole de Chimie, (School of Chemistry), in Lyon.  She graduated in 1929, and married her classmate, Yang Chao, the following year and returned to China.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6; More info and photo in link w/ following info:Fan Xinshun (1896-1981), a native of Changsha, Hunan, went to France to work and study in 1921. She came to Guizhou in 1939 to work in the chemical factory of Guizhou Enterprise Company. After liberation, she worked in the Industrial Department of Guizhou Province, Guiyang Cement Plant, and Guiyang Science Research Institute.

Original URL: https://kknews.cc/history/z8qglnq.html",https://kknews.cc/zh-sg/history/z8qglnq.html,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,o,Fan Ying,范櫻,1906,.,.,.,.,.,.,Female,"Mentioned in Surete reports. Arrived in France in 1924, 330 rue St. Jacques.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6",,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,*,Fang Ditang,方棣棠,1899,.,1968,Chaoyang,Guangdong,23.264936,116.601515,Male,"Preparer and head of Belgian Correspondence Section. Member of Inspection Committee at 1st, 2nd, 5th European Branch of the Guomindang Plenary Sessions. Member of Executive Committee of 3rd, 4th, 7th and 8th European Branch of the Guomindang Pleanary Sessons. Praised by Wang Jingqi for propaganda achievement. Listed as expelled from European Branch of the Guomindang in August 1925. Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6",http://fangditang.ren.hqcr.com/,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1176,*,Feng Xuezong,馮學宗,.,.,.,Chongqing,Sichuan,29.431586,106.912251,Male,Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,*,Fu Chuanbo,符傳缽,1904,.,.,Jiangdong,Guangdong,23.582097,116.656975,Male,"Sino-French Institute Archives, Student   #229. 1928-1930. Math and chemistry; thesis ""Etude historique et critique sur le regime douanier de la Chine""; 1930 155p. Faculte de droit; Left in August 1930.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6",https://books.google.com/books?id=NNP_CgAAQBAJ&pg=PA291&lpg=PA291&dq=%E7%AC%A6%E5%82%B3%E7%BC%BD+1904&source=bl&ots=Ae_Bq1VtNI&sig=ACfU3U0x806d5vT6CQ5djoQdxReMamKOqw&hl=en&sa=X&ved=2ahUKEwiN9o3Gk5niAhVIHjQIHaSpAlcQ6AEwAHoECAgQAQ#v=onepage&q=%E7%AC%A6%E5%82%B3%E7%BC%BD%201904&f=false,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,o,Fu Lun,傅綸,1902,.,.,.,Hunan,.,.,Male,"Sino-French Institute Archives, Student   #169; 1925-1926 at Sino-French Institute. Listed as Chinese party participant by Shiu Wentang Thesis (Paris, 1990).",,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,o,Fu Yisheng,傅逸生,.,.,.,Zhuji,Zhejiang,.,.,Male,Young Catholic list address: Institut de Saint Malo. Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,o,Gan Rui,甘瑞,.,.,.,Linshui,Sichuan,30.334768,106.930380,Male,"Listed as Chinese party participant by Shiu Wentang Thesis (Paris, 1990).Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.",,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,o,Gao Xianying,高憲英,.,.,.,.,Fujian,.,.,Male,Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.,https://books.google.com/books?id=BVZKAQAAQBAJ&pg=PA139&lpg=PA139&dq=%E9%AB%98%E6%86%B2%E8%8B%B1&source=bl&ots=e99FrmC-3l&sig=ACfU3U1BuZeRbCELv6swkqvWMzcxTd05Rw&hl=en&sa=X&ved=2ahUKEwiGqpnFpYDiAhUEnZ4KHVIMB6sQ6AEwB3oECAcQAQ#v=onepage&q=%E9%AB%98%E6%86%B2%E8%8B%B1&f=false,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,o,Guo Qingzheng,郭清正,.,.,.,Xinjin,Sichuan,30.410222,103.811345,Male,"Guo was elected Vice-President of the European Branch of the Guomindang in Aug. 1925 and was on the European Branch of the Guomindang Executive Comm. Listed as Chinese party participant by Shiu Wentang Thesis (Paris, 1990).Charleroi University student per Zhong Fa jiaoyujie - Issue # 12.Party affiliation per 1929 Captured EGMD Report - SLOTFOM VIII, 6",,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,o,Han Luchen,韓旅塵,1892,.,.,.,Guangdong,.,.,Male,"Spoke on three people's Principles at Lyons New Year meeting. Attended 1st European Branch of the Guomindang meeting, worked as recorder at the meeting. Elected as Deputy head of Discussion Bureau. Sino-French Institute Archives, Student   #12, majoring in Botany, Botany and Agriculture, and Zoology. Looks like he was refused admission to higher studies because of language difficulties, request to go to Montpellier for seniculture (Mars 19, 1924), authorization received; 44 bld des Arceaux in Montpellier; correspondence on return to China on 8/14/24. b date 11/1/1892.",,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,*,He Changgong,何長工,1900,12/8/00,1987,Huarong,Hunan,29.531057,112.540463,Male,He Changgong went to France on work-study and joined the CCP while in Europe.  He studied at Charleroi University. After his return he participated in the Long March and taught at the Anti-Japan Military and Political Academy.  In 1948 he became the president of the Northeast Military and Political College.  In 1952 He became the vice-minister of geology.  In 1960 he was part of a geologists' delegation to Hungary.  He disappeared during the GPCR in 1966.  He reappeared in 1975 and was elected the president of the Society on the Historical Figures of the CCP.,https://zh.wikipedia.org/wiki/%E4%BD%95%E9%95%BF%E5%B7%A5,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
